exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2750	2657	70.0	49	24.0	2.8e-15	blastn,tblastx	2695.5
1	2002	5940	100.0	3941	5859.0	0.0	blastn,tblastx	3971.0
1	4904	4968	84.0	35	22.9	3.1	blastn,tblastx	4947.0
1	5725	5684	81.481	35	22.9	0.13	blastn,tblastx	5704.5
1	6578	6561	87.097	31	33.3	0.008	blastn,tblastx	6580.5
1	10058	10051	75.0	44	31.8	0.003	blastn,tblastx	10053.0
1	11346	11397	80.0	40	22.6	1.8	blastn,tblastx	11371.5
2	6702	6770	100.0	70	106.0	4.17e-27	blastn,tblastx	6735.5
3	9280	9280	100.0	68	103.0	3.13e-26	blastn,tblastx	9280.5
4	10552	11635	100.0	1084	1613.0	0.0	blastn,tblastx	11093.5
