exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2176	2178	100.0	354	528.0	8.82e-153	blastn,tblastx	2177.5
1	2249	2292	88.889	35	22.2	2.1	blastn,tblastx	2266.5
1	32041	32053	69.565	46	19.4	3.9	blastn,tblastx	32047.0
2	12390	12534	100.0	146	219.0	3.5e-60	blastn,tblastx	12461.5
2	20851	20878	83.333	24	17.0	9.9	blastn,tblastx	20868.5
3	19125	19086	84.211	32	19.9	1.2	blastn,tblastx	19103.0
3	26002	26004	100.0	155	233.0	3.56e-64	blastn,tblastx	26003.0
4	27480	27550	100.0	72	109.0	1.69e-27	blastn,tblastx	27514.5
6	16460	16512	73.333	30	17.1	4.2	blastn,tblastx	16485.75
6	34844	34973	100.0	131	197.0	1.56e-53	blastn,tblastx	34909.0
7	41396	42342	100.0	947	1410.0	0.0	blastn,tblastx	41869.0
