exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	785	844	70.492	61	24.4	0.012	blastn,tblastx	831.0
1	1758	1786	69.697	33	19.4	0.82	blastn,tblastx	1764.5
1	2111	2112	100.0	221	331.0	2.08e-94	blastn,tblastx	2111.0
1	2586	2631	76.316	38	23.6	0.19	blastn,tblastx	2617.0
1	4340	4323	70.588	68	27.4	0.002	blastn,tblastx	4333.0
2	178	131	78.788	42	25.8	0.01	blastn,tblastx	149.0
2	505	531	68.919	74	25.9	2.98e-05	blastn,tblastx	521.0
2	1390	1342	71.795	39	19.9	4.61e-07	blastn,tblastx	1366.5
2	1483	1498	67.045	88	23.5	4.61e-07	blastn,tblastx	1502.0
2	2438	2353	76.471	51	33.1	4.61e-07	blastn,tblastx	2395.0
2	2289	2837	100.0	549	818.0	0.0	blastn,tblastx	2563.0
2	2788	2870	76.316	43	23.6	0.22	blastn,tblastx	2839.0
2	2976	3028	79.31	29	22.9	0.001	blastn,tblastx	2995.0
2	3273	3314	85.0	22	23.1	2.63e-05	blastn,tblastx	3305.0
2	4497	4409	68.0	50	19.9	0.095	blastn,tblastx	4460.25
2	4596	4626	71.111	45	25.1	0.078	blastn,tblastx	4616.5
2	4945	4864	65.672	67	22.6	0.64	blastn,tblastx	4894.5
2	5079	5057	78.947	21	23.5	0.000495	blastn,tblastx	5072.75
2	5152	5155	69.811	53	18.4	0.092	blastn,tblastx	5158.5
2	5227	5279	88.889	30	22.2	2.63e-05	blastn,tblastx	5253.0
2	5343	5408	76.316	38	24.0	0.035	blastn,tblastx	5379.0
3	1094	1142	73.171	41	20.7	0.23	blastn,tblastx	1122.5
3	2906	2998	100.0	94	142.0	4.9e-38	blastn,tblastx	2952.5
4	1322	1271	76.923	39	25.9	0.027	blastn,tblastx	1297.5
4	3680	3613	78.947	51	18.9	0.31	blastn,tblastx	3642.0
5	3998	3938	72.368	76	35.5	1.99e-05	blastn,tblastx	3968.5
