metric	value
hits:exon->CDS	64
hits:exon->exon	14
hits:exon->intron	457
copies:exon_to_intron_total	443
copies:exon_01_(2001-2108)	8
copies:exon_02_(2469-2661)	9
copies:exon_03_(5043-5198)	14
copies:exon_04_(7151-7261)	25
copies:exon_05_(8337-8439)	27
copies:exon_06_(9338-9462)	11
copies:exon_07_(9949-10021)	16
copies:exon_08_(10106-10194)	22
copies:exon_09_(12779-12930)	10
copies:exon_10_(13937-14499)	28
copies:exon_11_(15650-15851)	24
copies:exon_12_(17691-17905)	13
copies:exon_13_(20028-20180)	16
copies:exon_14_(20294-20389)	15
copies:exon_15_(20716-20843)	17
copies:exon_16_(22103-22289)	20
copies:exon_17_(22598-22767)	21
copies:exon_18_(23579-23815)	24
copies:exon_19_(24246-24417)	17
copies:exon_20_(25323-25413)	13
copies:exon_21_(25554-25684)	10
copies:exon_22_(26314-26433)	10
copies:exon_23_(26549-26688)	12
copies:exon_24_(27911-28087)	13
copies:exon_25_(28170-28304)	10
copies:exon_26_(28786-30371)	38
intron:total_raw_exon_to_intron_hits	412
intron:total_clustered_copies	263
intron_01_(1-2000):raw_hits	28
intron_01_(1-2000):clustered_copies	21
intron_02_(2109-2468):raw_hits	6
intron_02_(2109-2468):clustered_copies	3
intron_03_(2662-5042):raw_hits	39
intron_03_(2662-5042):clustered_copies	23
intron_04_(5199-7150):raw_hits	48
intron_04_(5199-7150):clustered_copies	22
intron_05_(7262-8336):raw_hits	11
intron_05_(7262-8336):clustered_copies	9
intron_06_(8440-9337):raw_hits	16
intron_06_(8440-9337):clustered_copies	12
intron_07_(9463-9948):raw_hits	13
intron_07_(9463-9948):clustered_copies	8
intron_08_(10022-10105):raw_hits	0
intron_08_(10022-10105):clustered_copies	0
intron_09_(10195-12778):raw_hits	34
intron_09_(10195-12778):clustered_copies	23
intron_10_(12931-13936):raw_hits	15
intron_10_(12931-13936):clustered_copies	12
intron_11_(14500-15649):raw_hits	12
intron_11_(14500-15649):clustered_copies	9
intron_12_(15852-17690):raw_hits	28
intron_12_(15852-17690):clustered_copies	16
intron_13_(17906-20027):raw_hits	26
intron_13_(17906-20027):clustered_copies	18
intron_14_(20181-20293):raw_hits	2
intron_14_(20181-20293):clustered_copies	1
intron_15_(20390-20715):raw_hits	1
intron_15_(20390-20715):clustered_copies	1
intron_16_(20844-22102):raw_hits	9
intron_16_(20844-22102):clustered_copies	7
intron_17_(22290-22597):raw_hits	3
intron_17_(22290-22597):clustered_copies	2
intron_18_(22768-23578):raw_hits	11
intron_18_(22768-23578):clustered_copies	8
intron_19_(23816-24245):raw_hits	10
intron_19_(23816-24245):clustered_copies	6
intron_20_(24418-25322):raw_hits	19
intron_20_(24418-25322):clustered_copies	11
intron_21_(25414-25553):raw_hits	2
intron_21_(25414-25553):clustered_copies	2
intron_22_(25685-26313):raw_hits	12
intron_22_(25685-26313):clustered_copies	7
intron_23_(26434-26548):raw_hits	0
intron_23_(26434-26548):clustered_copies	0
intron_24_(26689-27910):raw_hits	28
intron_24_(26689-27910):clustered_copies	15
intron_25_(28088-28169):raw_hits	0
intron_25_(28088-28169):clustered_copies	0
intron_26_(28305-28785):raw_hits	7
intron_26_(28305-28785):clustered_copies	5
intron_27_(30372-32371):raw_hits	32
intron_27_(30372-32371):clustered_copies	22
