exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2002	3976	100.0	1976	2939.0	0.0	blastn,tblastx	2988.5
1	36915	36880	88.889	18	22.2	8.8	blastn,tblastx	36898.5
1	45818	45778	88.889	21	22.2	1.1	blastn,tblastx	45798.25
1	63446	63424	83.784	37	34.8	0.013	blastn,tblastx	63434.5
1	77984	77946	83.333	24	23.5	0.13	blastn,tblastx	77970.25
1	79872	79813	75.926	54	35.5	0.005	blastn,tblastx	79851.5
1	92229	92258	69.565	46	24.0	2.9	blastn,tblastx	92247.0
1	107162	107212	79.31	29	25.1	2.5	blastn,tblastx	107189.0
2	4675	4796	100.0	124	187.0	5.04e-50	blastn,tblastx	4735.5
2	15093	15138	85.714	24	22.9	2.5	blastn,tblastx	15124.5
3	7147	7149	100.0	175	262.0	1.19e-72	blastn,tblastx	7148.0
3	24584	24620	80.952	21	21.2	0.95	blastn,tblastx	24593.5
3	48329	48312	77.778	27	19.9	4.5	blastn,tblastx	48320.75
3	50139	50104	84.211	19	18.4	4.4	blastn,tblastx	50114.0
3	67573	67590	84.211	19	20.8	0.38	blastn,tblastx	67575.0
3	101010	101032	84.211	20	20.7	0.3	blastn,tblastx	101028.5
4	7926	7926	100.0	101	152.0	7.43e-40	blastn,tblastx	7926.0
4	16010	15986	90.476	23	25.1	0.26	blastn,tblastx	16010.0
4	58156	58116	79.167	24	19.9	2.5	blastn,tblastx	58135.75
4	99824	99807	73.529	34	20.7	4.0	blastn,tblastx	99815.75
5	1370	1349	77.419	31	21.4	2.0	blastn,tblastx	1356.5
5	8418	8474	100.0	58	89.0	5.18e-21	blastn,tblastx	8446.5
5	39834	39854	81.818	22	19.9	5.5	blastn,tblastx	39844.0
5	97978	98013	83.333	18	21.2	1.4	blastn,tblastx	97995.5
5	110783	110740	72.222	36	18.4	4.0	blastn,tblastx	110756.5
6	10013	10073	100.0	62	95.0	9.61e-23	blastn,tblastx	10042.5
6	76106	76086	78.261	23	28.6	2.06e-05	blastn,tblastx	76097.5
7	13844	13875	70.968	31	18.9	1.9	blastn,tblastx	13859.75
7	36230	36290	76.0	33	20.8	0.95	blastn,tblastx	36270.5
7	36322	36366	78.261	23	20.3	0.95	blastn,tblastx	36340.5
7	73779	73748	77.778	26	22.6	0.34	blastn,tblastx	73771.5
7	115034	115020	74.194	31	18.9	4.4	blastn,tblastx	115026.0
7	115645	115624	76.19	21	19.9	3.3	blastn,tblastx	115634.0
8	11408	11476	100.0	70	106.0	3.09e-26	blastn,tblastx	11442.5
8	53730	53752	79.167	24	22.1	0.13	blastn,tblastx	53748.0
8	82077	82114	85.0	20	19.9	6.4	blastn,tblastx	82095.5
8	102102	102054	75.862	29	19.9	1.5	blastn,tblastx	102070.0
8	105778	105798	85.714	21	20.7	2.7	blastn,tblastx	105799.0
9	13135	13305	100.0	171	256.0	7.18e-71	blastn,tblastx	13220.0
9	23436	23475	88.0	25	27.4	0.16	blastn,tblastx	23461.5
9	60290	60302	70.455	44	19.9	6.4	blastn,tblastx	60296.25
9	69366	69332	84.211	19	19.9	2.5	blastn,tblastx	69347.0
9	107658	107642	82.609	23	19.9	6.4	blastn,tblastx	107646.0
10	817	860	77.778	36	26.6	0.15	blastn,tblastx	838.25
10	5576	5534	83.333	23	24.9	0.057	blastn,tblastx	5555.25
10	14301	14302	100.0	169	253.0	5.55e-70	blastn,tblastx	14301.0
10	20552	20505	80.952	25	19.2	6.4	blastn,tblastx	20543.5
