exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	170	216	74.359	39	22.2	4.3	blastn,tblastx	201.5
1	2002	3004	100.0	1004	1494.0	0.0	blastn,tblastx	2502.5
1	2863	2846	80.0	30	22.2	0.46	blastn,tblastx	2854.5
1	6900	6857	86.957	23	24.4	1.5	blastn,tblastx	6884.5
1	14098	14122	83.333	22	20.3	9.2	blastn,tblastx	14114.5
1	17112	17088	84.0	25	24.4	1.5	blastn,tblastx	17098.5
1	18036	18022	81.818	33	28.8	0.07	blastn,tblastx	18026.0
1	19040	19116	75.0	40	22.9	0.12	blastn,tblastx	19078.25
1	19602	19624	79.31	29	21.4	0.87	blastn,tblastx	19611.5
1	20359	20322	81.818	22	19.2	5.0	blastn,tblastx	20347.5
2	3862	3862	100.0	82	124.0	3.32e-32	blastn,tblastx	3862.5
3	2873	2923	81.818	27	19.2	2.7	blastn,tblastx	2892.25
3	3284	3316	77.273	29	17.1	5.2	blastn,tblastx	3300.25
3	3993	3952	76.667	30	20.7	2.5	blastn,tblastx	3978.0
3	5582	5810	100.0	229	343.0	2.1e-97	blastn,tblastx	5696.0
3	5766	5711	73.913	46	26.6	0.04	blastn,tblastx	5738.25
3	6272	6258	75.758	33	21.4	2.5	blastn,tblastx	6271.5
3	7352	7388	80.952	21	18.4	9.7	blastn,tblastx	7370.0
3	8194	8104	68.235	85	28.1	0.042	blastn,tblastx	8138.5
3	10690	10667	80.952	21	18.4	7.1	blastn,tblastx	10678.25
3	11140	11102	84.211	21	19.9	5.4	blastn,tblastx	11118.0
4	7842	7842	100.0	97	146.0	8.24e-39	blastn,tblastx	7842.0
5	8830	8872	80.952	22	17.0	6.1	blastn,tblastx	8851.0
5	10530	10531	100.0	136	204.0	4.51e-56	blastn,tblastx	10530.5
6	11298	11300	100.0	146	219.0	1.66e-60	blastn,tblastx	11299.5
7	2642	2624	75.862	29	18.9	0.66	blastn,tblastx	2633.5
7	11934	11934	100.0	191	286.0	1.69e-80	blastn,tblastx	11934.0
8	12168	12168	100.0	133	200.0	9.73e-55	blastn,tblastx	12168.0
8	18936	18894	80.0	25	21.7	1.3	blastn,tblastx	18913.0
9	6526	6482	76.923	26	20.8	6.7	blastn,tblastx	6494.5
9	8088	8091	66.667	48	20.8	0.21	blastn,tblastx	8089.5
9	11589	11648	76.667	30	21.7	3.5	blastn,tblastx	11606.75
9	12762	12900	100.0	139	209.0	2.11e-57	blastn,tblastx	12831.0
9	15111	15070	81.481	27	22.2	0.49	blastn,tblastx	15090.5
10	4942	4915	80.952	25	21.2	4.9	blastn,tblastx	4922.0
10	13122	13266	100.0	146	219.0	1.66e-60	blastn,tblastx	13194.5
11	4420	4396	76.0	25	20.3	9.2	blastn,tblastx	4408.0
11	14272	14428	100.0	158	237.0	7.84e-66	blastn,tblastx	14350.5
12	5358	5326	82.609	29	21.4	9.2	blastn,tblastx	5342.0
12	7520	7498	76.316	38	24.4	0.53	blastn,tblastx	7508.5
12	9680	9642	78.125	34	24.4	4.2	blastn,tblastx	9648.5
12	17318	17318	100.0	2710	4029.0	0.0	blastn,tblastx	17318.5
