exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2100	2100	100.0	198	297.0	9.2e-84	blastn,tblastx	2099.5
1	2581	2620	76.923	26	17.7	3.0	blastn,tblastx	2599.5
2	5202	5304	100.0	104	157.0	4.75e-42	blastn,tblastx	5252.5
3	6120	6191	100.0	73	111.0	2.15e-28	blastn,tblastx	6155.0
4	7461	7462	100.0	83	126.0	8.59e-33	blastn,tblastx	7461.0
5	6190	6238	79.31	29	22.9	1.2	blastn,tblastx	6210.0
5	8938	9140	100.0	204	305.0	1.97e-86	blastn,tblastx	9038.5
6	9984	9984	100.0	135	203.0	8.92e-56	blastn,tblastx	9984.0
7	1440	1428	75.0	64	37.0	0.000234	blastn,tblastx	1437.0
7	6694	6640	75.61	41	25.8	0.12	blastn,tblastx	6667.0
7	7507	7494	76.667	30	21.7	2.1	blastn,tblastx	7490.5
7	8084	8084	77.778	144	97.9	1.07e-22	blastn,tblastx	8084.5
7	10744	10703	86.957	23	25.9	0.89	blastn,tblastx	10722.0
7	10182	12471	100.0	2290	3405.0	0.0	blastn,tblastx	11326.5
