exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	1246	1285	85.714	28	28.8	0.083	blastn,tblastx	1277.0
1	2702	2708	69.863	73	27.4	0.001	blastn,tblastx	2692.75
1	3334	3289	78.788	33	24.4	0.17	blastn,tblastx	3309.5
2	4054	4066	74.194	31	25.8	0.003	blastn,tblastx	4060.0
2	4067	4180	100.0	114	172.0	1.48e-46	blastn,tblastx	4123.5
3	3906	3926	91.667	24	30.3	0.03	blastn,tblastx	3904.5
3	6468	6452	82.143	28	24.4	1.1	blastn,tblastx	6460.0
3	8894	8896	100.0	2046	3043.0	0.0	blastn,tblastx	8894.5
3	9244	9202	86.364	22	23.6	1.3	blastn,tblastx	9215.5
3	9900	9890	78.049	41	30.3	0.03	blastn,tblastx	9897.0
