exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	1890	1940	70.37	54	24.4	1.8	blastn,tblastx	1909.0
1	2012	1950	77.419	32	23.5	0.8	blastn,tblastx	1981.25
1	2002	2430	100.0	430	641.0	0.0	blastn,tblastx	2215.0
1	18439	18383	80.0	47	22.9	2.1	blastn,tblastx	18422.0
1	28771	28726	85.0	24	22.1	2.1	blastn,tblastx	28758.5
1	50759	50742	83.333	24	25.4	0.22	blastn,tblastx	50748.75
1	122024	122068	84.211	24	20.8	5.3	blastn,tblastx	122045.75
2	53540	53522	84.211	19	19.9	5.5	blastn,tblastx	53521.0
2	56750	56893	100.0	145	218.0	2.74e-59	blastn,tblastx	56821.0
3	64298	64424	100.0	127	191.0	2.58e-51	blastn,tblastx	64361.0
3	112851	112900	82.759	41	24.4	0.91	blastn,tblastx	112875.0
4	69245	69348	100.0	106	160.0	5.02e-42	blastn,tblastx	69296.5
5	12599	12641	83.333	24	21.4	0.69	blastn,tblastx	12630.0
5	22520	22539	76.471	34	20.7	5.1	blastn,tblastx	22529.75
5	43554	43580	79.167	24	21.4	2.5	blastn,tblastx	43566.5
5	69858	69993	100.0	137	206.0	9.62e-56	blastn,tblastx	69926.0
5	120140	120164	84.211	22	19.4	0.99	blastn,tblastx	120151.75
6	31015	30991	80.952	23	19.9	4.0	blastn,tblastx	30995.0
6	31923	31962	87.5	24	25.9	2.9	blastn,tblastx	31939.0
6	72378	72380	100.0	128	193.0	9.32e-52	blastn,tblastx	72379.5
6	117376	117360	87.5	24	27.4	0.12	blastn,tblastx	117367.75
7	76147	76149	100.0	85	129.0	9.03e-33	blastn,tblastx	76148.0
8	15360	15408	85.714	26	23.5	5.6	blastn,tblastx	15372.5
8	77479	77480	100.0	106	160.0	5.02e-42	blastn,tblastx	77479.5
9	4590	4612	80.0	20	18.5	3.0	blastn,tblastx	4596.0
9	68122	68086	89.474	19	25.1	0.027	blastn,tblastx	68097.0
9	78884	78995	100.0	113	170.0	4.07e-45	blastn,tblastx	78939.0
10	38048	38056	69.811	53	21.4	2.8	blastn,tblastx	38048.0
10	81846	81848	100.0	68	103.0	2.53e-25	blastn,tblastx	81847.5
11	50308	50288	82.609	23	21.4	4.2	blastn,tblastx	50298.0
11	82910	82996	100.0	87	132.0	1.19e-33	blastn,tblastx	82953.0
12	85063	85064	100.0	90	136.0	5.73e-35	blastn,tblastx	85063.5
13	71913	71894	77.273	22	19.4	0.99	blastn,tblastx	71903.5
14	66712	66652	82.609	33	22.2	2.2	blastn,tblastx	66672.0
14	87306	87306	100.0	114	172.0	1.47e-45	blastn,tblastx	87306.5
14	110400	110424	77.419	31	24.4	0.79	blastn,tblastx	110422.0
16	25179	25216	82.609	23	22.2	1.2	blastn,tblastx	25197.75
16	90268	90268	100.0	73	111.0	1.67e-27	blastn,tblastx	90268.0
17	95422	95423	100.0	105	158.0	1.39e-41	blastn,tblastx	95422.0
18	56938	56968	84.211	26	23.5	6.0	blastn,tblastx	56952.5
18	102038	102038	100.0	110	166.0	8.6e-44	blastn,tblastx	102037.5
19	103764	103901	100.0	138	207.0	3.47e-56	blastn,tblastx	103832.5
20	105030	105105	100.0	78	118.0	1.06e-29	blastn,tblastx	105067.5
21	113038	113295	100.0	258	386.0	1.55e-109	blastn,tblastx	113166.5
22	123516	126147	100.0	2633	3915.0	0.0	blastn,tblastx	124832.0
