exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2068	2070	100.0	137	206.0	3.18e-56	blastn,tblastx	2069.0
1	5322	5304	76.19	21	17.1	4.3	blastn,tblastx	5312.5
1	8630	8655	83.333	23	26.3	0.011	blastn,tblastx	8636.5
1	32814	32862	78.947	26	18.5	3.8	blastn,tblastx	32837.75
2	908	946	73.913	23	18.0	2.6	blastn,tblastx	927.0
2	2356	2310	76.471	34	22.2	1.0	blastn,tblastx	2341.0
2	2378	2379	100.0	146	219.0	3.25e-60	blastn,tblastx	2378.5
2	2629	2568	72.881	59	26.6	0.046	blastn,tblastx	2610.5
3	4044	4252	100.0	210	314.0	1.18e-88	blastn,tblastx	4148.5
3	10922	10894	76.667	30	19.2	6.4	blastn,tblastx	10909.5
3	23034	23078	78.571	28	20.7	2.1	blastn,tblastx	23056.25
3	36313	36270	80.0	25	19.9	2.9	blastn,tblastx	36304.0
3	40668	40686	80.0	20	19.9	1.3	blastn,tblastx	40670.0
4	4084	4132	75.0	28	18.5	3.8	blastn,tblastx	4107.75
4	6994	6994	100.0	115	173.0	1.77e-46	blastn,tblastx	6994.0
4	7300	7314	80.769	26	22.6	0.75	blastn,tblastx	7317.0
4	11967	11897	76.923	39	23.5	2.9	blastn,tblastx	11932.0
4	25230	25214	74.286	35	23.1	4.0	blastn,tblastx	25227.0
4	28742	28714	80.952	24	22.1	2.1	blastn,tblastx	28728.25
5	8078	8252	100.0	177	265.0	5.57e-74	blastn,tblastx	8165.0
6	7522	7559	83.333	20	17.1	7.4	blastn,tblastx	7540.5
6	11197	11198	100.0	134	201.0	6.8e-55	blastn,tblastx	11197.5
6	29796	29757	84.211	20	19.2	4.1	blastn,tblastx	29767.5
7	13221	13354	100.0	136	204.0	8.83e-56	blastn,tblastx	13287.5
7	16290	16334	83.333	35	22.2	0.29	blastn,tblastx	16312.25
7	17141	17153	71.111	45	21.4	1.3	blastn,tblastx	17147.0
8	14190	14306	100.0	118	178.0	8.34e-48	blastn,tblastx	14247.5
8	17214	17233	71.429	49	23.6	0.28	blastn,tblastx	17223.5
8	18610	18638	89.474	25	23.6	0.49	blastn,tblastx	18622.0
9	17423	17474	81.818	27	20.7	0.83	blastn,tblastx	17453.0
9	18038	18122	100.0	85	129.0	3.07e-33	blastn,tblastx	18080.0
9	18545	18506	81.818	22	20.7	1.1	blastn,tblastx	18533.5
9	24326	24309	84.211	19	19.9	0.44	blastn,tblastx	24327.0
9	27854	27876	88.889	21	22.2	5.5	blastn,tblastx	27864.75
9	40642	40623	78.261	23	17.7	7.6	blastn,tblastx	40626.0
10	8526	8571	78.261	23	18.4	5.5	blastn,tblastx	8548.5
10	15100	15077	83.333	21	19.4	0.6	blastn,tblastx	15088.25
10	19812	19922	100.0	113	170.0	1.36e-45	blastn,tblastx	19867.0
10	30212	30214	68.539	89	27.4	0.089	blastn,tblastx	30212.75
10	38832	38783	73.077	52	26.6	1.6	blastn,tblastx	38807.75
11	20898	20980	69.388	49	23.1	0.058	blastn,tblastx	20938.75
11	21719	21720	100.0	189	283.0	2.59e-79	blastn,tblastx	21720.0
12	20664	20646	72.727	33	17.7	6.1	blastn,tblastx	20654.75
12	23941	23942	100.0	63	96.5	1.37e-23	blastn,tblastx	23942.0
13	21592	21634	88.889	22	22.2	0.65	blastn,tblastx	21609.5
13	25247	25410	100.0	166	249.0	4.32e-69	blastn,tblastx	25328.5
13	30814	30767	74.359	39	23.6	1.6	blastn,tblastx	30790.75
14	27442	27422	100.0	20	31.1	0.000146	blastn,tblastx	27424.0
15	29294	29294	100.0	93	141.0	9.25e-37	blastn,tblastx	29294.0
16	28890	28851	83.333	21	23.1	4.0	blastn,tblastx	28876.5
16	31104	31334	100.0	231	346.0	5.35e-98	blastn,tblastx	31219.0
16	32215	32268	73.684	38	21.4	2.0	blastn,tblastx	32241.0
17	31674	31701	83.333	24	18.9	2.3	blastn,tblastx	31687.25
17	32081	32082	100.0	203	304.0	1.54e-85	blastn,tblastx	32082.0
18	5084	5046	82.609	32	22.2	4.5	blastn,tblastx	5071.75
18	32880	33132	100.0	255	381.0	1.1e-108	blastn,tblastx	33006.0
18	38530	38515	76.667	30	21.4	8.5	blastn,tblastx	38529.5
19	34949	35000	82.609	42	27.6	0.17	blastn,tblastx	34975.0
19	35294	39214	100.0	3921	5829.0	0.0	blastn,tblastx	37254.0
