1	207	2001	2207	100.000	207	310	1.04e-86	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
67	94	34643	34616	85.714	28	29.6	0.036	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
105	145	29576	29528	72.549	51	26.6	0.29	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
75	90	114627	114642	100.000	16	26.6	0.29	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
89	135	153973	154020	74.510	51	26.6	0.29	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
111	137	14744	14718	82.759	29	25.9	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
69	116	60849	60798	72.222	54	25.9	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
146	163	88589	88606	94.444	18	25.9	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
146	163	88592	88609	94.444	18	25.9	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
57	89	21969	22003	77.143	35	25.1	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
3	23	29394	29373	86.957	23	25.1	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
66	136	43157	43233	69.231	78	25.1	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
161	190	119514	119484	78.788	33	25.1	0.80	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
117	133	847	831	94.118	17	24.4	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
78	94	28492	28508	94.118	17	24.4	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
14	35	152339	152318	86.364	22	24.4	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	52	13184	13162	84.000	25	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
54	116	37817	37882	67.606	71	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
143	156	71339	71326	100.000	14	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
146	162	74327	74342	94.118	17	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
100	118	78653	78671	89.474	19	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
18	39	110010	109987	83.333	24	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
76	153	150993	150924	68.293	82	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
141	159	153917	153935	89.474	19	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
3	16	159715	159728	100.000	14	23.6	2.2	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
62	87	81955	81980	80.769	26	22.9	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
139	156	87355	87373	89.474	19	22.9	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	48	120373	120353	86.364	22	22.9	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
149	174	153922	153950	79.310	29	22.9	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
48	74	165182	165206	81.481	27	22.9	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	77	2077	2028	68.966	58	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
74	91	29403	29420	88.889	18	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
35	57	58953	58931	82.609	23	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
44	73	64933	64966	77.143	35	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
152	164	87363	87375	100.000	13	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
13	46	91396	91430	75.000	36	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
123	140	91479	91496	88.889	18	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
124	136	105059	105071	100.000	13	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
178	207	167468	167496	77.419	31	22.2	6.3	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
27	44	34668	34652	88.889	18	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
80	104	36322	36298	80.000	25	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
34	48	59906	59920	93.333	15	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
56	74	83687	83667	85.714	21	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
35	75	93691	93650	72.727	44	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	45	98270	98286	88.889	18	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
85	114	146756	146727	77.419	31	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
103	117	150101	150087	93.333	15	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
23	52	151003	150971	75.758	33	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
102	119	155712	155728	88.889	18	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
107	136	162326	162358	75.758	33	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
69	86	163620	163604	88.889	18	21.4	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
1	12	11119	11130	100.000	12	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
126	137	15079	15090	100.000	12	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	45	25494	25472	78.261	23	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
57	77	33970	33992	82.609	23	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	47	34633	34651	85.000	20	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
171	184	43087	43073	93.333	15	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
77	93	45443	45459	88.235	17	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
104	120	52588	52574	88.235	17	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
60	76	88861	88847	88.235	17	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
68	84	99566	99550	88.235	17	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
110	131	106020	106041	81.818	22	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
69	85	116675	116659	88.235	17	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
64	75	118607	118596	100.000	12	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
65	86	119622	119643	81.818	22	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
119	140	122139	122160	82.609	23	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
29	59	125294	125321	77.419	31	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
103	121	128182	128201	85.000	20	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	45	128472	128493	81.818	22	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
153	164	159929	159940	100.000	12	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
85	103	171332	171351	85.000	20	20.7	18	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
122	135	3876	3889	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
103	116	10990	10977	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
6	21	36300	36316	88.235	17	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
63	76	36577	36590	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
100	113	49290	49303	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
103	116	54814	54801	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
152	165	71336	71323	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
114	132	87788	87770	84.211	19	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	41	98275	98288	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
148	161	100712	100699	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
29	42	116102	116115	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
13	29	120109	120094	88.235	17	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
103	136	121177	121214	71.053	38	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
29	48	121683	121666	85.000	20	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
176	189	125577	125590	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
85	100	136535	136519	88.235	17	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
79	110	151884	151846	74.359	39	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
129	150	156221	156241	81.818	22	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
29	42	157734	157747	92.857	14	19.9	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
28	43	10972	10987	87.500	16	19.2	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
71	150	21587	21668	65.909	88	19.2	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
32	42	26636	26626	100.000	11	19.2	49	Exon_01|rel=2001-2207|len=207	NC_006095.5:4910146-5081538|strand=-|gene=DNM3
