exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	1798	1856	80.769	32	23.6	0.39	blastn,tblastx	1830.0
1	2685	2686	100.0	1369	2037.0	0.0	blastn,tblastx	2685.0
1	7413	7390	84.211	21	20.3	9.8	blastn,tblastx	7398.5
1	8282	8260	79.412	34	27.4	0.22	blastn,tblastx	8282.5
1	8451	8441	66.316	95	21.4	6.8	blastn,tblastx	8456.5
1	9026	9070	79.31	29	24.4	1.7	blastn,tblastx	9059.5
1	9258	9222	82.143	34	25.1	1.4	blastn,tblastx	9228.5
1	10751	10787	80.952	21	20.8	2.6	blastn,tblastx	10769.0
1	12638	12653	77.778	27	24.9	0.15	blastn,tblastx	12648.0
2	1014	991	77.778	21	21.2	0.099	blastn,tblastx	1002.5
2	5762	5762	100.0	72	109.0	6.77e-28	blastn,tblastx	5761.5
2	12550	12586	80.0	33	24.4	0.06	blastn,tblastx	12563.5
3	6526	6526	100.0	114	172.0	2.04e-46	blastn,tblastx	6525.5
4	7254	7310	100.0	57	87.5	2.44e-21	blastn,tblastx	7282.0
5	2628	2664	83.333	19	24.9	0.41	blastn,tblastx	2647.0
5	3838	3792	70.27	37	18.5	1.1	blastn,tblastx	3815.0
5	4121	4106	76.923	26	20.8	0.049	blastn,tblastx	4115.25
5	8564	8566	100.0	173	259.0	1.37e-72	blastn,tblastx	8565.0
6	6445	6428	80.769	26	21.4	6.1	blastn,tblastx	6436.5
6	9265	9393	100.0	129	194.0	4.63e-53	blastn,tblastx	9329.0
7	10104	10104	100.0	70	106.0	5.09e-27	blastn,tblastx	10103.5
7	14219	14162	73.333	30	20.3	9.8	blastn,tblastx	14190.75
8	897	878	79.167	24	21.7	3.8	blastn,tblastx	879.0
8	5186	5140	74.359	39	22.2	9.8	blastn,tblastx	5172.5
8	11738	11803	76.316	38	22.9	9.8	blastn,tblastx	11764.5
8	12840	12840	100.0	3555	5285.0	0.0	blastn,tblastx	12840.0
