exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	230	176	78.125	45	27.2	0.005	blastn,tblastx	213.5
1	1902	1842	75.676	37	23.6	0.28	blastn,tblastx	1871.75
1	1886	1930	70.732	41	19.9	4.3	blastn,tblastx	1911.5
1	2002	2463	100.0	463	690.0	0.0	blastn,tblastx	2232.0
1	2372	2417	71.429	35	17.7	5.8	blastn,tblastx	2394.75
1	3119	3097	80.0	21	17.0	3.4	blastn,tblastx	3108.0
1	4298	4342	78.261	23	17.7	9.0	blastn,tblastx	4323.5
1	5002	5006	68.0	50	23.1	0.083	blastn,tblastx	5009.5
1	5568	5584	79.167	24	19.9	0.76	blastn,tblastx	5576.0
1	5964	5992	77.778	27	19.2	0.009	blastn,tblastx	5987.0
1	6110	6165	80.952	31	21.3	0.077	blastn,tblastx	6148.0
1	6724	6674	78.947	28	16.2	9.6	blastn,tblastx	6701.5
1	7602	7610	76.923	39	25.9	0.069	blastn,tblastx	7608.25
1	7707	7756	83.333	27	18.9	0.46	blastn,tblastx	7735.5
1	7747	7798	76.19	29	16.2	0.5	blastn,tblastx	7774.0
2	1005	1048	86.364	22	22.9	0.19	blastn,tblastx	1026.25
2	2612	2612	100.0	133	200.0	3.99e-55	blastn,tblastx	2612.0
2	3776	3818	81.481	27	22.9	0.14	blastn,tblastx	3807.0
2	5158	5104	72.5	40	19.2	1.5	blastn,tblastx	5130.5
2	5740	5725	70.0	30	16.6	1.3	blastn,tblastx	5732.75
2	5855	5886	72.414	29	19.4	0.2	blastn,tblastx	5870.5
2	6046	6062	79.167	24	19.9	0.000508	blastn,tblastx	6072.5
2	7204	7253	69.048	42	17.6	1.2	blastn,tblastx	7228.5
3	2958	2998	78.947	32	17.7	2.7	blastn,tblastx	2970.5
3	3990	3992	100.0	174	261.0	2.51e-73	blastn,tblastx	3990.5
3	5034	5082	73.913	25	17.3	0.4	blastn,tblastx	5059.0
3	5274	5268	69.767	43	18.4	4.2	blastn,tblastx	5265.5
3	5385	5344	81.481	27	22.9	0.039	blastn,tblastx	5361.0
3	6336	6297	100.0	43	66.7	1.49e-15	blastn,tblastx	6332.5
3	8119	8132	68.889	45	17.6	1.1	blastn,tblastx	8127.5
4	690	652	77.273	22	23.1	0.026	blastn,tblastx	677.5
4	4187	4262	100.0	78	118.0	8.08e-31	blastn,tblastx	4224.5
4	6934	6886	77.778	27	20.3	0.18	blastn,tblastx	6907.5
5	2877	2936	71.875	32	17.6	0.025	blastn,tblastx	2906.5
5	4115	4130	75.862	29	19.9	0.13	blastn,tblastx	4127.5
5	4938	4940	100.0	104	157.0	2.77e-42	blastn,tblastx	4938.5
5	7288	7347	73.171	41	21.4	0.39	blastn,tblastx	7322.0
6	3216	3178	76.923	26	19.9	0.24	blastn,tblastx	3202.5
6	4812	4752	72.0	50	31.8	3.06e-06	blastn,tblastx	4788.25
6	5078	5264	100.0	189	283.0	5.39e-80	blastn,tblastx	5171.0
6	6450	6506	76.667	30	23.5	0.033	blastn,tblastx	6459.75
6	6510	6580	68.333	60	21.7	0.000358	blastn,tblastx	6554.5
