exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2384	2307	70.0	80	32.7	0.002	blastn,tblastx	2346.0
1	2726	2727	100.0	1452	2160.0	0.0	blastn,tblastx	2726.5
1	11838	11892	81.818	30	21.2	6.5	blastn,tblastx	11867.0
1	21157	21201	83.333	24	23.5	0.14	blastn,tblastx	21185.0
1	25540	25504	70.833	48	25.8	0.27	blastn,tblastx	25527.0
1	25568	25611	80.0	25	21.2	6.5	blastn,tblastx	25577.0
1	43682	43642	87.5	24	26.6	0.73	blastn,tblastx	43654.0
2	4906	5030	100.0	125	188.0	8.51e-51	blastn,tblastx	4968.0
2	27694	27756	68.421	57	19.9	3.5	blastn,tblastx	27713.0
2	40806	40789	73.684	38	20.7	0.67	blastn,tblastx	40787.5
3	5874	5874	100.0	124	187.0	2.36e-50	blastn,tblastx	5873.5
3	22528	22590	72.093	43	20.7	3.0	blastn,tblastx	22559.25
4	6954	6956	100.0	134	201.0	8.78e-55	blastn,tblastx	6955.5
4	11959	11915	78.261	23	18.9	1.5	blastn,tblastx	11937.0
4	36870	36896	85.714	25	22.2	1.2	blastn,tblastx	36883.0
5	7891	8004	100.0	115	173.0	2.26e-46	blastn,tblastx	7948.0
5	51984	52028	70.0	40	18.4	2.7	blastn,tblastx	52011.5
6	8303	8305	100.0	79	120.0	1.71e-30	blastn,tblastx	8304.0
6	38892	38908	78.261	23	31.8	0.000199	blastn,tblastx	38898.5
6	50114	50096	84.211	19	19.2	4.3	blastn,tblastx	50096.5
6	52060	52115	71.429	42	21.7	0.2	blastn,tblastx	52087.5
7	9644	9838	100.0	196	294.0	2.56e-82	blastn,tblastx	9740.5
7	9813	9770	88.889	23	22.2	1.9	blastn,tblastx	9784.0
7	15674	15644	83.333	26	18.4	6.1	blastn,tblastx	15662.5
7	51520	51498	86.364	22	23.6	0.49	blastn,tblastx	51505.0
8	8064	8021	76.667	30	19.2	3.5	blastn,tblastx	8042.5
8	10404	10404	100.0	96	145.0	5.61e-38	blastn,tblastx	10404.5
9	12384	12385	100.0	143	215.0	8.92e-59	blastn,tblastx	12385.0
9	39496	39447	75.0	25	22.6	0.13	blastn,tblastx	39468.5
10	570	588	74.194	31	18.0	1.2	blastn,tblastx	578.75
10	4192	4222	74.194	31	18.9	0.64	blastn,tblastx	4206.75
10	11410	11441	74.194	31	18.9	0.64	blastn,tblastx	11425.75
10	14049	14214	100.0	166	249.0	5.54e-69	blastn,tblastx	14131.5
10	29616	29653	81.818	32	19.9	8.4	blastn,tblastx	29634.5
10	43916	43892	74.194	31	18.5	0.87	blastn,tblastx	43904.25
10	47908	47935	74.194	31	18.9	0.64	blastn,tblastx	47921.25
11	15765	15846	100.0	82	124.0	8.24e-32	blastn,tblastx	15805.5
11	50826	50860	79.167	30	19.2	1.9	blastn,tblastx	50854.5
12	16274	16404	100.0	133	200.0	2.44e-54	blastn,tblastx	16339.0
12	35224	35176	77.778	27	19.2	3.5	blastn,tblastx	35199.0
13	17090	17092	100.0	130	196.0	5.2e-53	blastn,tblastx	17090.5
14	17971	18121	100.0	152	228.0	9.08e-63	blastn,tblastx	18045.5
15	19963	19963	100.0	93	141.0	1.18e-36	blastn,tblastx	19963.0
16	30538	30539	100.0	216	323.0	3.26e-91	blastn,tblastx	30538.5
16	44690	44674	82.857	35	30.3	0.012	blastn,tblastx	44672.5
17	50628	50628	100.0	109	164.0	1.03e-43	blastn,tblastx	50628.0
18	51216	51218	100.0	56	86.1	1.93e-20	blastn,tblastx	51216.5
