exon_index	qstart	qend	sstart	send	pident	length	qlabel	slabel
1	1	120	2001	2120	100.0	120	exon	exon
1	82	111	18817	18791	80.0	30	exon	intron
1	28	48	10128	10145	80.952	21	exon	intron
1	51	70	2070	2051	80.0	20	exon	intron
1	55	74	5839	5817	78.261	23	exon	intron
1	27	48	4921	4942	77.273	22	exon	intron
1	76	91	4995	4977	78.947	19	exon	intron
2	1	223	2251	2473	100.0	223	exon	exon
2	83	117	4041	3997	71.111	45	exon	intron
2	108	145	4320	4356	73.684	38	exon	exon
2	57	83	19501	19526	78.571	28	exon	intron
2	47	66	32729	32712	85.0	20	exon	intron
2	11	29	9038	9019	85.0	20	exon	intron
2	114	134	4477	4498	81.818	22	exon	exon
2	111	129	16391	16409	84.211	19	exon	intron
2	82	102	24300	24321	82.609	23	exon	intron
2	14	31	31753	31735	84.211	19	exon	intron
2	124	145	604	623	78.261	23	exon	intron
2	205	222	10363	10346	83.333	18	exon	intron
2	82	104	13939	13917	78.261	23	exon	intron
2	193	212	14882	14866	80.0	20	exon	intron
2	10	32	17781	17761	78.261	23	exon	intron
2	80	100	31592	31611	80.952	21	exon	intron
2	120	141	1539	1515	76.0	25	exon	intron
2	6	24	32627	32645	78.947	19	exon	intron
3	1	713	4075	4787	100.0	713	exon	CDS
3	503	592	2001	1906	69.608	102	exon	intron
3	456	589	1803	1940	65.563	151	exon	intron
3	550	665	4792	4893	66.949	118	exon	intron
3	201	234	172	210	79.487	39	exon	intron
3	204	236	3440	3469	81.818	33	exon	intron
3	207	251	22218	22176	76.596	47	exon	intron
3	215	237	7934	7911	87.5	24	exon	intron
3	213	238	32194	32172	84.615	26	exon	intron
3	132	219	17847	17762	67.391	92	exon	intron
3	215	262	22431	22382	72.0	50	exon	intron
3	162	199	3508	3465	73.333	45	exon	intron
3	204	224	23742	23721	86.364	22	exon	intron
3	211	229	3511	3494	89.474	19	exon	intron
3	217	235	10430	10413	89.474	19	exon	intron
3	200	246	13199	13159	72.34	47	exon	intron
3	90	115	32835	32811	78.571	28	exon	intron
3	141	173	7957	7925	76.471	34	exon	intron
3	285	312	11585	11555	77.419	31	exon	intron
3	213	237	13072	13093	80.0	25	exon	intron
3	202	232	13181	13152	77.419	31	exon	intron
3	214	234	18819	18838	85.714	21	exon	intron
3	53	85	20744	20709	75.676	37	exon	intron
3	204	221	22427	22410	88.889	18	exon	intron
3	591	618	32124	32097	79.31	29	exon	intron
3	111	162	2603	2556	69.643	56	exon	intron
3	214	234	8652	8634	85.714	21	exon	intron
3	23	46	3841	3823	79.167	24	exon	intron
3	342	368	6124	6098	77.778	27	exon	intron
3	197	218	15768	15747	81.818	22	exon	intron
3	89	107	3344	3326	84.211	19	exon	intron
3	299	317	10339	10321	84.211	19	exon	intron
