metric	value
hits:exon->CDS	43
hits:exon->exon	44
hits:exon->intron	316
copies:exon_to_intron_total	275
copies:exon_01_(2001-2124)	34
copies:exon_02_(2659-2846)	37
copies:exon_03_(3433-3772)	35
copies:exon_04_(3858-3947)	31
copies:exon_05_(4028-4193)	29
copies:exon_06_(4449-4586)	27
copies:exon_07_(4875-5351)	38
copies:exon_08_(5470-7679)	44
intron:total_raw_exon_to_intron_hits	234
intron:total_clustered_copies	69
intron_01_(1-2000):raw_hits	94
intron_01_(1-2000):clustered_copies	23
intron_02_(2125-2658):raw_hits	32
intron_02_(2125-2658):clustered_copies	7
intron_03_(2847-3432):raw_hits	21
intron_03_(2847-3432):clustered_copies	8
intron_04_(3773-3857):raw_hits	1
intron_04_(3773-3857):clustered_copies	1
intron_05_(3948-4027):raw_hits	1
intron_05_(3948-4027):clustered_copies	1
intron_06_(4194-4448):raw_hits	12
intron_06_(4194-4448):clustered_copies	5
intron_07_(4587-4874):raw_hits	24
intron_07_(4587-4874):clustered_copies	4
intron_08_(5352-5469):raw_hits	7
intron_08_(5352-5469):clustered_copies	1
intron_09_(7680-9679):raw_hits	42
intron_09_(7680-9679):clustered_copies	19
