exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	1886	1821	69.091	55	20.7	0.087	blastn,tblastx	1855.5
1	1914	1952	78.571	28	22.2	0.22	blastn,tblastx	1922.0
1	2002	2115	100.0	115	173.0	5.21e-47	blastn,tblastx	2058.0
1	2202	2156	77.778	27	20.7	0.16	blastn,tblastx	2185.0
1	2707	2658	65.574	61	17.7	2.6	blastn,tblastx	2684.5
1	10726	10698	79.167	25	19.4	1.7	blastn,tblastx	10703.0
2	3165	3294	100.0	131	197.0	4.24e-54	blastn,tblastx	3229.0
2	7976	7919	76.0	30	19.9	3.8	blastn,tblastx	7947.25
3	3945	4035	100.0	92	139.0	7.62e-37	blastn,tblastx	3990.5
4	4172	4256	100.0	86	130.0	3.35e-34	blastn,tblastx	4213.5
4	9034	9046	69.697	33	15.5	5.0	blastn,tblastx	9040.25
4	9944	9897	83.333	26	18.4	1.9	blastn,tblastx	9920.5
5	4666	4666	100.0	110	166.0	8.48e-45	blastn,tblastx	4665.5
6	5411	5411	100.0	147	221.0	3.4e-61	blastn,tblastx	5411.0
6	7719	7743	83.333	22	20.3	0.17	blastn,tblastx	7731.0
7	6204	6287	100.0	84	127.0	2.54e-33	blastn,tblastx	6245.5
8	6490	6490	100.0	63	96.5	4.16e-24	blastn,tblastx	6490.0
9	7204	7154	71.429	35	19.4	5.2	blastn,tblastx	7179.0
9	7769	7846	100.0	78	118.0	1.1e-30	blastn,tblastx	7807.5
10	7850	7887	91.304	23	28.1	0.059	blastn,tblastx	7869.5
10	8849	8851	100.0	1495	2224.0	0.0	blastn,tblastx	8850.0
