exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2001	2498	100.0	498	742.0	0.0	blastn,tblastx	2249.5
1	2320	2353	88.889	28	20.7	1.8	blastn,tblastx	2330.0
1	5781	5818	84.211	19	19.2	9.0	blastn,tblastx	5799.25
1	8384	8333	75.862	29	19.2	0.44	blastn,tblastx	8348.0
1	11092	11138	77.778	27	20.7	1.2	blastn,tblastx	11109.5
2	2752	2836	100.0	86	130.0	3.87e-34	blastn,tblastx	2794.5
3	3635	3803	100.0	170	255.0	2.43e-71	blastn,tblastx	3719.5
4	4894	4895	100.0	100	151.0	2.6e-40	blastn,tblastx	4894.5
4	13170	13132	84.615	26	25.1	0.039	blastn,tblastx	13151.5
5	5628	5629	100.0	139	209.0	1.41e-57	blastn,tblastx	5629.0
6	7004	7006	100.0	132	198.0	1.79e-54	blastn,tblastx	7005.5
7	7395	7396	100.0	134	201.0	2.33e-55	blastn,tblastx	7395.5
7	8586	8604	73.529	34	20.7	1.5	blastn,tblastx	8618.5
8	10276	10300	84.211	23	21.7	2.1	blastn,tblastx	10286.75
8	10349	10350	100.0	2500	3717.0	0.0	blastn,tblastx	10349.5
8	12514	12507	70.312	64	27.4	0.33	blastn,tblastx	12521.25
8	13083	13021	84.211	36	23.1	0.83	blastn,tblastx	13057.5
