exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2370	2327	73.333	30	20.8	2.1	blastn,tblastx	2348.25
1	2002	2982	100.0	983	1463.0	0.0	blastn,tblastx	2492.0
1	3395	3370	80.0	23	20.3	2.9	blastn,tblastx	3382.25
1	6538	6521	84.211	19	22.1	0.81	blastn,tblastx	6525.0
1	8326	8368	75.862	29	21.4	4.8	blastn,tblastx	8348.0
1	11772	11738	75.0	31	19.4	5.5	blastn,tblastx	11754.75
1	15754	15762	72.0	50	24.9	0.12	blastn,tblastx	15757.75
1	16137	16166	78.571	28	21.4	2.1	blastn,tblastx	16150.0
2	4760	4760	100.0	60	92.0	1.34e-22	blastn,tblastx	4760.5
2	10722	10716	68.75	48	22.1	0.022	blastn,tblastx	10719.75
3	5806	5913	100.0	109	164.0	3.8e-44	blastn,tblastx	5859.0
4	11608	11610	100.0	87	132.0	1.93e-34	blastn,tblastx	11609.0
5	13567	13568	100.0	107	161.0	2.91e-43	blastn,tblastx	13568.0
5	17456	17428	77.273	25	19.4	2.3	blastn,tblastx	17442.0
6	2594	2663	80.952	53	45.7	7.28e-09	blastn,tblastx	2628.25
6	14354	14356	100.0	201	301.0	5.55e-85	blastn,tblastx	14354.75
7	14844	14844	100.0	90	136.0	9.2e-36	blastn,tblastx	14844.5
8	2286	2200	86.364	52	23.6	0.2	blastn,tblastx	2235.0
8	15615	15780	100.0	167	250.0	7.25e-70	blastn,tblastx	15697.0
9	9836	9790	83.333	26	18.9	0.67	blastn,tblastx	9813.0
9	16748	16748	100.0	457	681.0	0.0	blastn,tblastx	16748.0
