exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
1	2001	5304	100.0	3305	4913.0	0.0	blastn,tblastx	3653.0
1	12468	12440	83.333	26	26.3	0.43	blastn,tblastx	12462.5
1	17766	17721	71.257	167	69.7	1.64e-13	blastn,tblastx	17749.5
1	26614	26664	76.744	43	28.8	0.55	blastn,tblastx	26639.0
1	28370	28416	81.818	24	25.4	0.44	blastn,tblastx	28393.5
1	29849	29868	80.769	26	21.4	1.1	blastn,tblastx	29865.5
1	30342	30313	81.818	27	22.6	5.4	blastn,tblastx	30327.75
1	34220	34226	82.353	51	45.2	6.62e-06	blastn,tblastx	34230.0
1	35766	35745	80.0	25	22.2	2.5	blastn,tblastx	35758.5
1	40589	40632	86.957	23	25.1	2.1	blastn,tblastx	40600.5
1	46112	46054	71.429	42	24.9	0.031	blastn,tblastx	46084.5
2	7068	7069	100.0	80	121.0	5.67e-31	blastn,tblastx	7068.5
3	7591	7644	100.0	54	83.1	1.28e-19	blastn,tblastx	7617.5
3	38650	38602	68.182	44	18.9	8.7	blastn,tblastx	38626.25
4	2472	2424	71.875	32	26.3	0.33	blastn,tblastx	2447.75
4	29930	29931	100.0	59	90.5	8.81e-22	blastn,tblastx	29931.0
5	17442	17498	78.261	31	20.8	2.4	blastn,tblastx	17465.0
5	25833	25856	84.211	22	21.7	1.8	blastn,tblastx	25852.0
5	37580	37683	100.0	105	158.0	5.47e-42	blastn,tblastx	37632.0
6	516	498	75.862	29	19.9	9.0	blastn,tblastx	498.5
6	674	597	80.0	44	21.4	6.3	blastn,tblastx	633.0
6	854	876	81.481	27	22.9	4.6	blastn,tblastx	865.0
6	9279	9314	85.0	30	21.4	3.3	blastn,tblastx	9299.5
6	13832	13810	94.737	21	26.6	0.86	blastn,tblastx	13825.0
6	26733	26816	76.19	43	28.1	0.11	blastn,tblastx	26770.5
6	28698	28688	79.412	34	25.9	0.61	blastn,tblastx	28686.5
6	31975	32030	79.412	34	25.1	0.61	blastn,tblastx	32006.5
6	35461	35456	67.188	64	21.4	4.6	blastn,tblastx	35458.75
6	37900	38390	100.0	492	733.0	0.0	blastn,tblastx	38145.5
6	44314	44286	85.714	25	21.4	8.7	blastn,tblastx	44311.0
7	2640	2688	75.0	32	23.1	3.1	blastn,tblastx	2672.0
7	7722	7736	80.0	25	22.6	4.2	blastn,tblastx	7729.25
7	7970	7934	90.476	31	26.6	1.2	blastn,tblastx	7940.0
7	15535	15576	79.167	35	22.6	4.2	blastn,tblastx	15544.0
7	33038	33106	74.359	39	25.9	3.4	blastn,tblastx	33073.5
7	40690	40690	100.0	2586	3845.0	0.0	blastn,tblastx	40690.5
7	41250	41306	75.472	53	34.0	0.007	blastn,tblastx	41282.5
7	41570	41628	75.472	53	34.0	0.007	blastn,tblastx	41595.5
7	42201	42240	90.476	33	25.9	3.4	blastn,tblastx	42210.0
7	47752	47804	82.609	27	24.4	1.2	blastn,tblastx	47767.0
8	8930	8974	78.378	37	25.1	0.84	blastn,tblastx	8953.0
8	39315	39325	74.286	35	23.5	1.6	blastn,tblastx	39320.0
8	43363	43365	100.0	1861	2768.0	0.0	blastn,tblastx	43364.0
9	45870	46536	100.0	668	995.0	0.0	blastn,tblastx	46203.5
